StockCode,ProductName,TotalSold,TotalRevenue,AvgPrice,OrderCount,UniqueCustomers,AvgDailyDemand,DemandStdDev,AnnualDemand,HoldingCost,EOQ,SafetyStock,ReorderPoint,CumulativeRevenue,CumulativePct,ABC_Category,CurrentStock,StockStatus
21769,VINTAGE POST OFFICE CABINET,123,7954.87,77.62666666666667,48,42,0.3297587131367292,6.568189627483238,120.36193029490616,15.525333333333334,12.0,29.0,31.0,2097296.999999999,35.15439533318161,A,10.0,CRITICAL
22946,WOODEN ADVENT CALENDAR CREAM,505,7350.15,16.29590163934426,122,106,1.353887399463807,9.780052417413534,494.16890080428954,3.2591803278688527,55.0,43.0,52.0,2287989.6399999983,38.3507401778498,A,41.0,CRITICAL
22941,CHRISTMAS LIGHTS 10 REINDEER,852,7027.8,8.452777777777778,179,152,2.284182305630027,20.358117832267155,833.7265415549599,1.6905555555555556,99.0,89.0,105.0,2374323.229999999,39.79784335560328,A,69.0,CRITICAL
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,557,5964.15,12.065354330708661,127,101,1.4932975871313674,8.739775981712937,545.0536193029491,2.4130708661417324,67.0,38.0,48.0,2768310.819999998,46.40176997888431,A,45.0,REORDER NOW
22656,VINTAGE BLUE KITCHEN CABINET,19,5605.0,295.0,17,15,0.05093833780160858,0.4577377082170634,18.59249329758713,59.0,3.0,2.0,2.0,2906995.5999999987,48.72637139814698,A,2.0,CRITICAL
85067,CREAM SWEETHEART WALL CABINET,288,5039.44,18.581184210526313,151,110,0.7721179624664879,4.45977726031773,281.8230563002681,3.7162368421052627,39.0,19.0,24.0,3071164.9499999993,51.47813914086129,A,23.0,REORDER NOW
21735,TWO DOOR CURIO CABINET,415,4893.15,12.57540322580645,124,98,1.1126005361930296,7.814461889353767,406.0991957104558,2.5150806451612904,57.0,34.0,42.0,3115785.149999999,52.226052359945484,A,33.0,CRITICAL
22655,VINTAGE RED KITCHEN CABINET,16,4720.0,295.0,15,14,0.04289544235924933,0.3631365196012815,15.656836461126005,59.0,2.0,2.0,2.0,3177972.439999999,53.26842097886746,A,1.0,CRITICAL
22776,SWEETHEART CAKESTAND 3 TIER,495,4612.05,9.79783950617284,162,143,1.3270777479892761,11.01399743666593,484.38337801608577,1.9595679012345681,70.0,48.0,57.0,3219754.789999999,53.9687668287158,A,40.0,CRITICAL
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1483,4394.05,3.00375,158,130,3.9758713136729225,22.935083012426293,1451.1930294906167,0.6007500000000001,220.0,100.0,128.0,3291524.299999999,55.17175034865062,A,119.0,REORDER NOW
22847,"BREAD BIN, DINER STYLE, IVORY",276,4330.2,16.31283185840708,113,93,0.739946380697051,5.737232442727295,270.0804289544236,3.262566371681416,41.0,25.0,30.0,3313313.839999999,55.53698145482593,A,22.0,CRITICAL
22942,CHRISTMAS LIGHTS 10 SANTAS ,499,4068.1,8.43061224489796,98,84,1.3378016085790885,14.342844533590617,488.29758713136727,1.686122448979592,76.0,63.0,72.0,3405620.719999998,57.08420750411343,A,40.0,CRITICAL
